Exchange,Token,Categories,Trading Pair,Market,Last Traded At,Bid/Ask Spread Percentage,Volume,Current Price (USD),Market Cap (USD),Total Volume (USD),"High (24h, USD)","Low (24h, USD)","Price Change (24h, USD)",Price Change Percentage (24h),Price Change Percentage (7d),Price Change Percentage (14d),Price Change Percentage (30d),Price Change Percentage (60d),Price Change Percentage (200d),Price Change Percentage (1y),Trading Volume (24h),Market Cap Change (24h),Market Cap Change Percentage (24h)
raydium,paco,Meme,wrapped-solana,Raydium,2024-09-21T21:46:12+00:00,0.611885%,185011585.028395,9.853e-05,85966,22171,0.00015184,9.455e-05,-3.5419622445138e-05,-26.44269,-17.32348,-67.30695,0.0,0.0,0.0,0.0,22171,-30784.3745029356,-26.36765
raydium,gameboy,Meme,wrapped-solana,Raydium,2024-09-21T21:10:09+00:00,0.611055%,20683733.7778175,0.00022105,220151,4122.6,0.00022381,0.0001675,5.111e-05,30.07477,25.53923,14.58131,4.62571,-54.30549,0.0,0.0,4122.6,50767,29.97127
raydium,good-boy,Meme,wrapped-solana,Raydium,2024-09-21T19:49:17+00:00,0.611015%,2364516.916818,8.17e-05,0.0,184.63,8.318e-05,8.095e-05,-1.162334038507e-06,-1.4027,46.20026,25.82633,-13.41777,-50.46599,0.0,0.0,184.63,0.0,0.0
raydium,thesis-cat,Meme,wrapped-solana,Raydium,2024-09-21T21:46:10+00:00,0.611715%,121291141.896968,0.00011349,0.0,14949.77,0.00015154,0.00010261,-3.4048986689005e-05,-23.07784,-6.77825,378.73229,89.7566,0.0,0.0,0.0,14949.77,0.0,0.0
raydium,pepe-solana,Meme,wrapped-solana,Raydium,2024-09-21T21:20:08+00:00,0.611101%,443307302.620516,6.0925e-08,0.0,26.95,6.151e-08,5.9231e-08,6.12085e-10,1.01485,6.31346,11.33572,-5.24544,-30.26504,-78.80091,0.0,26.95,0.0,0.0
raydium,spike-2,Meme,wrapped-solana,Raydium,2024-09-21T20:51:31+00:00,0.611288%,28300377.3890322,8.995e-05,89950,93675,0.00011,8.992e-05,-9.982977134728e-06,-9.98924,0.06725,12.98289,-31.61453,-81.99998,0.0,0.0,93675,-133.7591726148,-0.14848
raydium,buddy-2,Meme,wrapped-solana,Raydium,2024-09-21T20:24:35+00:00,0.611406%,45082521.124586,5.337e-05,53364,2557.52,6.197e-05,5.26e-05,-8.423215823143e-06,-13.63172,10.92867,-45.42155,-79.46312,-94.44234,0.0,0.0,2557.52,-8389.8680477989,-13.58594
raydium,spottie-wifi,Meme,wrapped-solana,Raydium,2024-09-21T21:46:04+00:00,0.612134%,164037501.003418,0.00010103,0.0,16727.27,0.00010959,9.795e-05,-7.658473402663e-06,-7.04638,4.27454,-0.54556,-43.26615,-72.5754,0.0,0.0,16727.27,0.0,0.0
raydium,gigacat-2,Meme,wrapped-solana,Raydium,2024-09-21T21:42:19+00:00,0.611479%,58147709.58226,5.003e-05,50025,103611,6.152e-05,4.999e-05,-1.14615483166e-05,-18.64054,-58.21646,-87.86372,0.0,0.0,0.0,0.0,103611,-11461.3082483746,-18.64054
raydium,dogelana,Meme,usd-coin,Raydium,2024-09-21T21:16:59+00:00,0.61134%,22336487.0427847,7.15e-06,0.0,160.86,7.32e-06,7.12e-06,-1.2707053945e-07,-1.74499,2.24286,-11.25424,8.65915,-7.49567,-59.2348,348.03993,160.86,0.0,0.0
raydium,bane,Meme,wrapped-solana,Raydium,2024-09-21T20:52:29+00:00,0.611688%,123071293.485244,5.138e-05,51372,6573.46,5.606e-05,5.008e-05,-4.482574210834e-06,-8.0244,-12.6675,-19.40904,6.03484,0.0,0.0,0.0,6573.46,-4481.9128707902,-8.0244
raydium,munch,Meme,wrapped-solana,Raydium,2024-09-21T21:17:05+00:00,0.611521%,192376555.165138,1.34e-05,0.0,2625.44,1.393e-05,1.32e-05,-2.39887818475e-07,-1.75809,-9.44801,-11.14381,-6.05994,-76.48149,0.0,0.0,2625.44,0.0,0.0
raydium,wifejak,Meme,wrapped-solana,Raydium,2024-09-21T20:59:27+00:00,0.61151%,2424458.52428,0.00014262,142464,347.81,0.00014525,0.00014083,-9.93530944006e-07,-0.69182,-14.87768,-17.62039,-41.89268,-85.95798,0.0,0.0,347.81,-1291.595687899,-0.89846
raydium,pepecoin-on-sol,Meme,wrapped-solana,Raydium,2024-09-21T21:28:16+00:00,0.611568%,1670134.27050828,0.00022926,0.0,383.54,0.00023221,0.00022409,1.05e-06,0.45987,11.22315,29.17584,16.53133,-33.5916,-72.68311,0.0,383.54,0.0,0.0
raydium,hit-meeee-upp,Meme,wrapped-solana,Raydium,2024-09-21T21:38:19+00:00,0.612506%,277480030.509004,7.129e-05,71223,17623.77,7.892e-05,5.622e-05,-7.628687774522e-06,-9.66615,-83.98086,-79.09196,0.0,0.0,0.0,0.0,17623.77,-7621.2357568309,-9.66615
raydium,ponkei-the-chinese-ponke,Meme,wrapped-solana,Raydium,2024-09-21T21:42:19+00:00,0.611816%,70609312.862125,6.312e-05,63009,4746.99,7.632e-05,6.249e-05,-1.2403055087224e-05,-16.42382,26.03562,23.70505,-63.79778,0.0,0.0,0.0,4746.99,-12588.7209069357,-16.65225
raydium,nutflex,Meme,wrapped-solana,Raydium,2024-09-21T21:28:23+00:00,0.611617%,2925157.171754,7.982e-05,0.0,232.29,7.982e-05,7.791e-05,7.51032e-07,0.94987,0.15807,19.38337,-38.48461,-86.89646,0.0,0.0,232.29,0.0,0.0
raydium,happi-cat,Meme,wrapped-solana,Raydium,2024-09-21T21:28:19+00:00,0.61339%,150242953.386396,0.0002075,0.0,30988,0.00023612,0.00016969,1.288e-05,6.61747,31.82729,44.57682,56.48836,-79.96219,0.0,0.0,30988,0.0,0.0
raydium,freemoon-2,Meme,wrapped-solana,Raydium,2024-09-21T21:38:16+00:00,0.611765%,87037589.763716,1.7e-06,169817,148.76,1.8e-06,1.68e-06,-7.971244439e-09,-0.46657,4.51662,-3.08869,-13.44869,-17.6025,0.0,0.0,148.76,-1202.680889069,-0.70324
raydium,rubber-ducky-cult,Meme,wrapped-solana,Raydium,2024-09-21T21:46:11+00:00,0.612%,24397077.517523,0.00015074,15073.77,3630.25,0.00015205,0.00013257,1.641e-05,12.21983,-3.00536,-37.39689,-81.81564,0.0,0.0,0.0,3630.25,1627.38,12.10272
raydium,alan-the-alien,Meme,wrapped-solana,Raydium,2024-09-21T20:47:18+00:00,0.611907%,63507762.61089,8.00126e-07,0.0,50.83,8.08236e-07,7.82608e-07,5.48805e-10,0.06864,7.73851,14.59056,2.07013,-22.87641,0.0,0.0,50.83,0.0,0.0
raydium,tongue-cat,Meme,wrapped-solana,Raydium,2024-09-21T21:35:15+00:00,0.611983%,5757328.397958,0.00017157,0.0,1663.1,0.00017514,0.00016382,6.96e-06,4.23104,36.77715,64.30074,15.61281,-55.12482,0.0,0.0,1663.1,0.0,0.0
raydium,pou,Meme,wrapped-solana,Raydium,2024-09-21T18:29:17+00:00,0.612025%,888116.460676,0.00070545,70544,523.22,0.00071427,0.00067514,2.076e-05,3.03187,17.97456,13.34127,-1.00627,-55.62587,0.0,0.0,523.22,2008.44,2.93049
raydium,shakita-inu,Meme,wrapped-solana,Raydium,2024-09-21T21:42:20+00:00,0.612097%,6803740.922041,0.0001589,0.0,1053.04,0.0001598,0.00014034,3.4e-06,2.18916,-24.19488,-62.89943,141.76369,264.75198,-3.28057,323.34595,1053.04,0.0,0.0
raydium,sillycat,Meme,wrapped-solana,Raydium,2024-09-21T21:30:57+00:00,0.612231%,270092517758.866,6.04309e-10,0.0,163.67,6.06938e-10,5.87196e-10,1.0479e-11,1.7646,8.76182,10.51541,-11.83182,-35.40755,-48.89402,0.0,163.67,0.0,0.0
raydium,gmeow-cat,Meme,wrapped-solana,Raydium,2024-09-21T20:17:26+00:00,0.61271%,30599146.388268,0.00023314,232562,7604.71,0.00028275,0.00021874,-3.9178383283831e-05,-14.38704,9.42152,24.57708,2.86096,-64.18443,0.0,0.0,7604.71,-39273.142991283,-14.44742
raydium,black-swan,Meme,wrapped-solana,Raydium,2024-09-21T21:42:20+00:00,0.612508%,1233559.112871,0.00010292,102907,127.44,0.0001041,0.00010045,1.02e-06,1.00366,7.55463,-88.36048,-90.83228,0.0,0.0,0.0,127.44,853.19,0.83602
raydium,popdog-2,Meme,wrapped-solana,Raydium,2024-09-21T21:46:08+00:00,0.612617%,39040410.177061,3.867e-05,38655,1545.44,4.109e-05,3.772e-05,4.11988e-07,1.07679,4.13706,2.85201,-80.83581,-92.82787,0.0,0.0,1545.44,192.3,0.49997
raydium,loaf-cat,Meme,wrapped-solana,Raydium,2024-09-21T21:20:05+00:00,0.612856%,1175969547.34022,7.69453e-07,76945,1118.0,8.35472e-07,7.52148e-07,-6.2870582171e-08,-7.55363,-1.99849,8.42155,18.76711,-45.73134,-99.34782,0.0,1118.0,-6287.0582170733,-7.55363
raydium,eddie-seal,Meme,wrapped-solana,Raydium,2024-09-21T21:42:12+00:00,0.613052%,17130646.15004,0.00022975,229755,3510.22,0.00024794,0.0002156,-9.75835432265e-07,-0.42293,-22.97905,-22.5308,-26.48161,-82.20855,0.0,0.0,3510.22,7030.55,3.15662
raydium,kung-fucat,Meme,wrapped-solana,Raydium,2024-09-21T21:39:23+00:00,0.612862%,6910439.511332,0.00013144,131388,891.39,0.00013184,0.00012397,5.67e-06,4.51143,-10.71471,15.73193,-19.26758,-73.2659,0.0,0.0,891.39,5613.06,4.46277
raydium,apple-cat,Meme,wrapped-solana,Raydium,2024-09-21T20:47:13+00:00,0.613083%,18168389.399596,0.00016508,0.0,3162.86,0.00018501,0.00016392,-1.9008845610329e-05,-10.32597,32.96733,99.23676,13.78517,-58.77869,0.0,0.0,3162.86,0.0,0.0
raydium,maga-vp,Meme,wrapped-solana,Raydium,2024-09-21T18:37:05+00:00,0.613206%,119858.80896737,0.04184413,1861855,441350,0.04384839,0.03793942,0.00301097,7.75361,-16.44742,-16.08775,-14.79581,-70.23783,0.0,0.0,441350,126761,7.30571
raydium,smoking-giraffe,Meme,wrapped-solana,Raydium,2024-09-21T21:43:09+00:00,0.612922%,265780.61376,0.00036769,0.0,890.86,0.00036992,0.00035816,2.58e-06,0.70615,7.33575,17.03556,-33.80005,-68.10159,0.0,0.0,890.86,0.0,0.0
raydium,mochicat,Meme,wrapped-solana,Raydium,2024-09-21T19:56:12+00:00,0.612969%,4300746.8126914,0.00014388,0.0,670.46,0.00014565,0.00013788,3.37e-06,2.39732,25.34495,27.42205,55.3044,-66.41542,0.0,0.0,670.46,0.0,0.0
raydium,the-bitcoin-killa,Meme,wrapped-solana,Raydium,2024-09-21T18:58:17+00:00,0.612946%,37.563729,5.03,0.0,189.45,5.06,4.94,-0.01294130908625,-0.25648,27.00378,49.28271,17.83735,-23.74875,0.0,0.0,189.45,0.0,0.0
raydium,odie-on-sol,Meme,wrapped-solana,Raydium,2024-09-21T21:47:14+00:00,0.61365%,61079192.415132,0.00010882,0.0,12876.52,0.00011026,9.726e-05,1.105e-05,11.30675,28.26193,79.73826,30.18295,6.45013,0.0,0.0,12876.52,0.0,0.0
raydium,white-coffee-cat,Meme,wrapped-solana,Raydium,2024-09-21T22:12:20+00:00,0.613776%,65554949.73825,8.132e-05,0.0,6049.21,0.00010463,7.967e-05,-1.750008116206e-05,-17.70865,97.31592,97.62364,65.05968,-23.68613,0.0,0.0,6049.21,0.0,0.0
raydium,grok-6,Meme,wrapped-solana,Raydium,2024-09-21T21:10:13+00:00,0.613382%,7065.130669645,0.04410103,0.0,314.01,0.04555443,0.04379521,-0.0009006789379272,-2.00143,-12.30986,-9.18214,-19.16723,-47.26469,-74.20132,0.0,314.01,0.0,0.0
raydium,hulvin,Meme,wrapped-solana,Raydium,2024-09-21T20:55:14+00:00,0.613366%,82324.401522053,8.012e-05,168354,148.4,8.048e-05,7.827e-05,7.95307e-07,1.00256,17.79945,27.27559,14.75766,-0.55419,0.0,0.0,148.4,2234.03,1.34483
raydium,bansky,Meme,wrapped-solana,Raydium,2024-09-21T21:07:16+00:00,0.613395%,563570.937863,8.773e-05,0.0,49.56,8.867e-05,8.587e-05,-5.43531070884e-07,-0.61575,-8.04989,22.32234,-64.31224,-8.94502,0.0,0.0,49.56,0.0,0.0
raydium,solpaca,Meme,wrapped-solana,Raydium,2024-09-21T22:08:25+00:00,0.613754%,781547010371515.0,1.882e-12,129790,1434.17,1.892e-12,1.758e-12,7.8545e-14,4.35556,13.74181,1.89745,-11.35702,-68.61757,0.0,0.0,1434.17,5420.59,4.35844
raydium,sheesh-3,Meme,wrapped-solana,Raydium,2024-09-21T22:01:36+00:00,0.635057%,1793824117.67469,1.01e-05,0.0,102522,0.00060008,1.009e-05,-0.000579333647123864,-98.28644,-96.95939,-97.17689,-98.77266,0.0,0.0,0.0,102522,0.0,0.0
raydium,catwifhat,Meme,wrapped-solana,Raydium,2024-09-21T21:54:10+00:00,0.613832%,14277459.496065,0.00014609,0.0,2097.65,0.00014644,0.00013752,2.33e-06,1.61768,70.05058,79.35334,21.83791,-54.47411,-92.90716,0.0,2097.65,0.0,0.0
raydium,doeg-wif-rerart,Meme,wrapped-solana,Raydium,2024-09-21T22:12:17+00:00,0.613731%,316141716.964737,1.26e-06,0.0,394.91,1.27e-06,1.2e-06,4.1537e-08,3.40715,10.40159,16.28312,1.55978,-32.49291,0.0,0.0,394.91,0.0,0.0
raydium,conviction,Meme,wrapped-solana,Raydium,2024-09-21T21:46:09+00:00,0.614411%,135935266.4085,6.12e-05,0.0,8795.72,7.95e-05,5.587e-05,-1.8302512201562e-05,-23.02145,3.4749,47.84612,-18.27538,0.0,0.0,0.0,8795.72,0.0,0.0
raydium,in-memes-we-trust,Meme,wrapped-solana,Raydium,2024-09-21T21:59:35+00:00,0.61479%,176266688.048544,6.91e-05,69004,12151.0,8.19e-05,5.715e-05,1.126e-05,19.46457,-43.24444,-56.05675,0.0,0.0,0.0,0.0,12151.0,11237.17,19.4528
raydium,wolfwifballz,Meme,wrapped-solana,Raydium,2024-09-21T21:17:04+00:00,0.613897%,6718849.51556393,0.00018211,182048,2583.18,0.00018416,0.00017133,1.7e-06,0.94161,-7.90889,53.24992,-6.37142,-44.2394,0.0,0.0,2583.18,1687.7,0.93574
raydium,pressdog,Meme,wrapped-solana,Raydium,2024-09-21T22:04:22+00:00,0.613926%,21144625.801941,5.823e-05,55910,1274.65,6.178e-05,5.819e-05,-1.11240336065e-06,-1.87453,22.63623,49.41847,-15.78048,-91.51946,0.0,0.0,1274.65,-1057.2357122259,-1.85587
raydium,bongo-cat,Meme,wrapped-solana,Raydium,2024-09-21T21:30:58+00:00,0.613994%,11412753.5932478,0.00011306,0.0,1294.95,0.00011906,0.00010776,-6.001515274959e-06,-5.04055,13.35146,34.63759,-11.99938,-40.71984,-22.48551,0.0,1294.95,0.0,0.0
raydium,lime-cat,Meme,wrapped-solana,Raydium,2024-09-21T21:42:11+00:00,0.613904%,3000000.0,7.84203e-07,0.0,2.35,7.90363e-07,7.65309e-07,2.34e-09,0.29932,6.25119,8.06743,-21.06675,-36.35012,0.0,0.0,2.35,0.0,0.0
raydium,bob-2,Meme,wrapped-solana,Raydium,2024-09-21T21:49:44+00:00,0.6141%,73663956.12235,3.484e-05,34843,2470.34,3.487e-05,3.13e-05,2.94e-06,9.22378,14.68946,13.9972,-15.84263,-94.03731,0.0,0.0,2470.34,2942.43,9.22378
raydium,batcat,Meme,wrapped-solana,Raydium,2024-09-21T21:28:20+00:00,0.613971%,2918373.229944,6.665e-05,0.0,194.74,6.716e-05,6.533e-05,-1.08156725597e-07,-0.16202,-2.35903,18.40374,-18.09709,-59.15172,0.0,0.0,194.74,0.0,0.0
raydium,lola-2,Meme,wrapped-solana,Raydium,2024-09-21T21:11:27+00:00,0.614081%,4913.360472981,0.00026852,0.0,1.32,0.00026841,0.000262,8.31957e-07,0.3108,6.60389,15.56045,-2.12853,-23.56776,0.0,0.0,1.32,0.0,0.0
raydium,cave,Gaming (GameFi),usd-coin,Raydium,2024-09-21T17:35:21+00:00,0.614106%,6966.169582,0.01928161,89261,134.04,0.01941495,0.01890723,0.0003224,1.70049,13.30567,17.17112,17.60725,-3.46438,-68.32915,-61.84197,134.04,1288.43,1.46459
raydium,test-token-please-ignore,Meme,wrapped-solana,Raydium,2024-09-21T21:28:19+00:00,0.61449%,14775096.126408,5.476e-05,0.0,837.18,5.59e-05,5.33e-05,4.76523e-07,0.8778,15.97464,-9.07609,-37.63565,-66.14053,0.0,0.0,837.18,0.0,0.0
raydium,chad-cat,Meme,wrapped-solana,Raydium,2024-09-21T20:16:37+00:00,0.614736%,2686229.16639285,2.09e-05,16718.48,56.11,2.123e-05,2.056e-05,-1.1214396559e-07,-0.53376,6.79815,7.58089,-0.89792,-37.16329,0.0,0.0,56.11,-90.3370865793,-0.53744
raydium,toad-sol,Meme,wrapped-solana,Raydium,2024-09-21T21:48:32+00:00,0.615106%,13002030921804.8,2.19858e-10,92491,2803.27,2.22294e-10,1.84098e-10,3.1374e-11,16.64531,28.81844,35.46875,16.93462,-66.87874,0.0,0.0,2803.27,13593.98,17.23008
raydium,prick,Meme,wrapped-solana,Raydium,2024-09-21T21:28:47+00:00,0.614961%,3005119.53069,5.731e-05,0.0,172.75,5.796e-05,5.587e-05,2.55917e-07,0.44852,-3.6404,10.04481,-45.54927,-91.08045,0.0,0.0,172.75,0.0,0.0
raydium,beluga-cat,Meme,wrapped-solana,Raydium,2024-09-21T22:10:50+00:00,0.615721%,53649348.5267162,9.747e-05,0.0,5546.52,0.00011484,9.03e-05,-8.646060560498e-06,-8.14786,20.47806,12.46416,-38.47891,-71.25274,0.0,0.0,5546.52,0.0,0.0
raydium,ginger-2,Meme,wrapped-solana,Raydium,2024-09-21T22:11:46+00:00,0.620543%,1139528920.99973,3.162e-05,26072,39463,4.899e-05,2.441e-05,-2.102404921837e-06,-6.23395,0.0,0.0,0.0,0.0,0.0,0.0,39463,-1733.388030073,-6.23395
raydium,milleniumsweghunter69,Meme,wrapped-solana,Raydium,2024-09-21T22:06:47+00:00,0.617047%,406374649.057073,4.684e-05,46612,17060.02,5.715e-05,3.357e-05,-1.0310936193518e-05,-18.04247,-73.78673,-80.78021,0.0,0.0,0.0,0.0,17060.02,-10252.770729658,-18.03021
raydium,ansom,Meme,wrapped-solana,Raydium,2024-09-21T20:38:32+00:00,0.615313%,8446224.177278,3.033e-05,30464,255.39,3.082e-05,2.97e-05,1.51272e-07,0.50124,7.72282,13.39777,-13.21208,-45.26387,0.0,0.0,255.39,130.67,0.43077
raydium,bonk-2-0-sol,Meme,wrapped-solana,Raydium,2024-09-21T22:07:42+00:00,0.615425%,152707459863.165,2.846e-09,214099,469.58,2.936e-09,2.851e-09,-6.7662583e-11,-2.32245,17.75248,26.42995,-32.59115,-22.66094,0.0,0.0,469.58,-3194.258486805,-1.47002
raydium,frosty-the-polar-bear,Meme,wrapped-solana,Raydium,2024-09-21T21:21:25+00:00,0.61563%,20944668.391916,4.686e-05,46861,1074.31,5.149e-05,4.634e-05,-4.626557794053e-06,-8.9857,15.73717,11.13855,-13.99291,0.0,0.0,0.0,1074.31,-4620.6533842022,-8.97526
raydium,dwog-the-dog,Meme,wrapped-solana,Raydium,2024-09-21T22:11:45+00:00,0.618359%,497258613.355664,3.052e-05,30200,19358.33,4.701e-05,2.99e-05,-6.102352674753e-06,-16.66469,0.0,0.0,0.0,0.0,0.0,0.0,19358.33,-5779.9750773684,-16.06429
raydium,lil-bub-on-sol,Meme,wrapped-solana,Raydium,2024-09-21T22:08:28+00:00,0.616032%,2183570.50454,5.938e-05,59054,130.81,6.083e-05,5.885e-05,-4.25152322945e-07,-0.71093,0.72144,11.74911,-98.58603,0.0,0.0,0.0,130.81,-1054.6711428575,-1.75462
raydium,tholana,Meme,wrapped-solana,Raydium,2024-09-21T21:55:26+00:00,0.616487%,9667831752.63362,5.5385e-08,55075,533.05,5.5766e-08,5.2325e-08,2.157e-09,4.05316,28.28964,33.42211,8.0389,-32.42187,-94.08099,0.0,533.05,1878.39,3.53101
raydium,tired-of-it-all,Meme,wrapped-solana,Raydium,2024-09-21T21:48:33+00:00,0.616741%,32579404.572134,4.633e-05,0.0,1557.07,4.901e-05,4.542e-05,-4.48532992102e-07,-0.95877,-20.77347,-9.67894,-36.14816,-42.29107,0.0,0.0,1557.07,0.0,0.0
raydium,fatgf,Meme,spx6900,Raydium,2024-09-21T22:08:27+00:00,0.618251%,10487963.520483,0.00092369,906681,38729,0.00107297,0.00089659,-0.000123371652739653,-11.78264,34.52477,43.47308,0.18787,0.0,0.0,0.0,38729,-121800.814223983,-11.84277
raydium,snoopybabe,Meme,wrapped-solana,Raydium,2024-09-21T22:12:34+00:00,0.617116%,156553981.178619,1.458e-05,144895,2095.3,1.456e-05,1.207e-05,2.34e-06,19.13657,10.11141,45.65763,21.35419,19.38099,0.0,0.0,2095.3,22439,18.32441
raydium,egg,Meme,wrapped-solana,Raydium,2024-09-21T21:41:34+00:00,0.617081%,46441639.4101042,2.621e-05,156893,1333.17,2.818e-05,2.578e-05,-1.97317321443e-06,-7.00248,-30.3638,-18.02588,-11.51801,-35.25955,-73.46308,0.0,1333.17,-11810.800371464,-7.00089
raydium,dino-dragon,Meme,wrapped-solana,Raydium,2024-09-21T21:58:59+00:00,0.617026%,383212.963412,3.873e-05,0.0,14.84,3.898e-05,3.775e-05,1.68994e-07,0.4382,19.59504,26.10305,-31.70179,-64.86218,0.0,0.0,14.84,0.0,0.0
raydium,layernet,Gaming (GameFi),wrapped-solana,Raydium,2024-09-21T17:15:07+00:00,0.617102%,106534.72752909,0.00099946,14991.85,15156.28,0.00101406,0.00098488,8.97e-06,0.90556,-15.03256,-14.82173,-67.61481,0.0,0.0,0.0,15156.28,132.65,0.8927
raydium,bong-bonk-s-brother,Meme,wrapped-solana,Raydium,2024-09-21T21:35:43+00:00,0.617258%,115436569.272397,3.61894e-07,0.0,41.9,3.64578e-07,3.53322e-07,6.19335e-10,0.17143,4.89301,10.03279,-3.87747,-33.64478,-90.65763,0.0,41.9,0.0,0.0
raydium,frogie,Meme,wrapped-solana,Raydium,2024-09-21T20:58:34+00:00,0.618349%,119027704.682469,2.754e-05,0.0,3352.25,3.024e-05,2.437e-05,1.25e-06,4.76848,25.84941,27.56352,-11.09784,11.08794,0.0,0.0,3352.25,0.0,0.0
raydium,catino,Meme,wrapped-solana,Raydium,2024-09-21T21:37:29+00:00,0.61798%,17335767.8113593,4.609e-05,0.0,774.23,4.624e-05,4.108e-05,4.28e-06,10.22747,105.82522,118.94739,82.45402,21.96471,0.0,0.0,774.23,0.0,0.0
orca,popcat,Meme,wrapped-solana,Orca,2024-09-21T22:55:25+00:00,0.602961%,14832891.7223924,0.909705,891757237,53297327,0.910062,0.870672,0.01158241,1.28962,26.59701,83.07931,56.95915,7.17708,958.70237,0.0,53297327,10965355,1.24494
orca,cat-in-a-dogs-world,Meme,wrapped-solana,Orca,2024-09-21T22:48:18+00:00,0.602802%,34717935.12477,0.00501056,445383281,57387686,0.00538148,0.00497553,-0.00037091889484016,-6.89251,14.18938,24.67439,6.1439,-38.78646,0.0,0.0,57387686,-32970568.430233,-6.89251
orca,dogwifcoin,"Meme, GMCI Meme Index",wrapped-solana,Orca,2024-09-21T22:55:24+00:00,0.602943%,5328904.919223,1.76,1756518808,361899339,1.78,1.67,-0.02467737103262,-1.38448,12.16031,18.74639,8.37484,-31.06496,5.14495,0.0,361899339,-24593068.18191,-1.38077
orca,bonk,"Meme, GMCI Meme Index",wrapped-solana,Orca,2024-09-21T22:40:58+00:00,0.602885%,16871518560.5347,1.825e-05,1266863928,106455416,1.843e-05,1.761e-05,5.476e-09,0.03001,6.57807,14.4431,-3.65924,-35.49679,-39.92817,9117.25235,106455416,-2091991.15183,-0.16486
orca,render-token,"Artificial Intelligence (AI), Metaverse",wrapped-solana,Orca,2024-09-21T22:55:24+00:00,0.602906%,137253.84053442,5.5,2158639501,239928987,5.54,5.17,0.203698,3.8463,4.91838,16.99509,9.38928,-14.51999,-18.3648,243.21283,239928987,79657575,3.83157
orca,popcat,Meme,dogwifcoin,Orca,2024-09-21T21:49:56+00:00,0.602925%,1162985.0509794,0.90932,891757237,53244119,0.910062,0.870672,0.0111971,1.24672,26.54339,83.00177,56.89267,7.13169,971.02543,0.0,53244119,10965355,1.24494
orca,dogwifcoin,"Meme, GMCI Meme Index",wrapped-solana,Orca,2024-09-21T22:55:24+00:00,0.602982%,127005.767633,1.76,1755328049,358942911,1.78,1.67,-0.02657891900186,-1.49116,12.03897,18.61793,8.2576,-31.13954,10.45393,0.0,358942911,-24881628.44793,-1.39768
orca,mother-iggy,Meme,wrapped-solana,Orca,2024-09-21T22:48:19+00:00,0.603233%,15154037.672459,0.073581,73507920,15308842,0.074547,0.05776,0.01278292,21.02506,26.68768,112.51496,88.91754,4.53375,0.0,0.0,15308842,12547455,20.58294
orca,fwog,Meme,wrapped-solana,Orca,2024-09-21T22:55:27+00:00,0.603161%,6391025.412746,0.065286,63695410,6931864,0.071055,0.063303,-0.003974350182656101,-5.73827,-20.37085,0.2936,269.30287,0.0,0.0,0.0,6931864,-4266718.1369689,-6.27808
orca,crown-by-third-time-games,Gaming (GameFi),wrapped-solana,Orca,2024-09-21T22:55:24+00:00,0.603226%,1033485.19366849,0.475704,94257236,726915,0.510179,0.465818,-0.029737936615352,-5.88356,16.44599,90.99261,73.0745,-4.96013,-69.13524,105.69661,726915,-5537897.5899739,-5.54927
orca,popcat,Meme,wrapped-solana,Orca,2024-09-21T22:40:59+00:00,0.603264%,17959.540548488,0.907228,889063728,53206688,0.910062,0.870672,0.00931824,1.03777,26.25228,82.58078,56.53174,5.67911,968.56156,0.0,53206688,9846533,1.11992
orca,nosana,Artificial Intelligence (AI),wrapped-solana,Orca,2024-09-21T22:55:24+00:00,0.603361%,127250.135692,2.11,175936477,588313,2.12,2.06,0.02041374,0.97749,9.88884,18.76473,55.35952,-18.78693,-57.58213,18612.1897,588313,1779482,1.02177
orca,smoking-chicken-fish,Meme,wrapped-solana,Orca,2024-09-21T22:48:21+00:00,0.603394%,4690226.694363,0.04605215,46048253,2555965,0.04882179,0.04359489,0.00237878,5.44674,28.86128,29.51933,10.46929,0.0,0.0,0.0,2555965,2551305,5.86548
orca,aurory,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",usd-coin,Orca,2024-09-21T22:55:24+00:00,0.603396%,88753.234897388,0.262527,16213306,76376,0.270879,0.262242,-0.007959954649178001,-2.94283,6.47209,8.45836,3.50454,-17.08498,-78.02011,-39.1475,76376,-491596.3891045,-2.94283
orca,nyan,Gaming (GameFi),usd-coin,Orca,2024-09-21T22:48:19+00:00,0.603479%,100247.090761928,0.076169,10559349,2394140,0.076499,0.075408,0.00062051,0.82133,2.32823,-6.47206,-22.5155,-39.44571,0.0,0.0,2394140,83796,0.79992
orca,michicoin,Meme,wrapped-solana,Orca,2024-09-21T22:51:44+00:00,0.603564%,868356.938142,0.148,82254204,3863018,0.15455,0.137787,0.00184284,1.26086,22.18664,51.00015,34.21277,-47.8912,0.0,0.0,3863018,728063,0.89304
orca,billy,Meme,wrapped-solana,Orca,2024-09-21T22:55:24+00:00,0.603834%,11762668.436453,0.04578742,45042873,11445742,0.050634,0.04212664,0.00127034,2.85361,108.93173,115.60306,38.02972,-73.94503,0.0,0.0,11445742,1186502,2.70543
orca,myro,"Meme, GMCI Meme Index",wrapped-solana,Orca,2024-09-21T22:37:49+00:00,0.603579%,278574.672422613,0.075478,75547525,10712405,0.077013,0.072889,-0.0005502096017759,-0.72369,5.22089,12.19654,0.49498,-44.28895,-72.127,0.0,10712405,-483360.1612404,-0.63574
